sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
141;BME280;65;48.779;9.160;2017-07-01T12:15:27;98138.61;;;21.22;50.92
141;BME280;65;48.779;9.160;2017-07-01T12:17:53;98139.58;;;21.51;50.13
141;BME280;65;48.779;9.160;2017-07-01T12:20:19;98146.16;;;21.64;49.53
141;BME280;65;48.779;9.160;2017-07-01T12:22:45;98142.03;;;21.73;49.22
141;BME280;65;48.779;9.160;2017-07-01T12:25:11;98138.52;;;21.86;48.91
141;BME280;65;48.779;9.160;2017-07-01T12:27:37;98138.34;;;21.54;50.52
141;BME280;65;48.779;9.160;2017-07-01T12:30:03;98141.98;;;21.53;49.77
141;BME280;65;48.779;9.160;2017-07-01T12:32:29;98148.94;;;21.07;51.37
141;BME280;65;48.779;9.160;2017-07-01T12:34:55;98149.45;;;21.24;50.41
141;BME280;65;48.779;9.160;2017-07-01T12:37:21;98147.09;;;21.34;50.25
141;BME280;65;48.779;9.160;2017-07-01T12:39:47;98149.75;;;21.34;50.10
141;BME280;65;48.779;9.160;2017-07-01T12:42:12;98153.41;;;21.33;50.07
141;BME280;65;48.779;9.160;2017-07-01T12:44:38;98163.63;;;21.02;51.99
141;BME280;65;48.779;9.160;2017-07-01T12:47:04;98163.36;;;21.18;51.33
141;BME280;65;48.779;9.160;2017-07-01T12:49:30;98160.06;;;21.41;50.77
141;BME280;65;48.779;9.160;2017-07-01T12:51:56;98166.72;;;21.45;50.79
141;BME280;65;48.779;9.160;2017-07-01T12:54:22;98161.78;;;21.50;50.77
141;BME280;65;48.779;9.160;2017-07-01T12:56:48;98163.86;;;21.55;50.27
141;BME280;65;48.779;9.160;2017-07-01T12:59:14;98163.25;;;21.48;50.65
141;BME280;65;48.779;9.160;2017-07-01T13:01:40;98156.92;;;21.62;51.18
141;BME280;65;48.779;9.160;2017-07-01T13:04:05;98156.66;;;21.90;49.87
141;BME280;65;48.779;9.160;2017-07-01T13:06:31;98154.81;;;21.95;50.35
141;BME280;65;48.779;9.160;2017-07-01T13:08:57;98150.79;;;22.16;49.11
